"ensembl_gene_id"	"mgi_symbol"	"gene_biotype"	"description"	"P.Value_NAC_F_FENT"	"P.Value_NAC_M_FENT"	"P.Value_NAC_FENT"	"P.Value_NAC_FENT_INPUT"	"P.Value_NAC_SAL_INPUT"	"P.Value_NAC_PFC_FENT"	"P.Value_NAC_PFC_SAL"	"logFC_NAC_F_FENT"	"logFC_NAC_M_FENT"	"logFC_NAC_FENT"	"logFC_NAC_FENT_INPUT"	"logFC_NAC_SAL_INPUT"	"logFC_NAC_PFC_FENT"	"logFC_NAC_PFC_SAL"
"ENSMUSG00000000127"	"Fer"	"protein_coding"	"FER tyrosine kinase [Source:MGI Symbol;Acc:MGI:105917]"	0.0513683530260571	0.970613181490748	0.141657813180158	0.73218023733557	0.255319493636495	0.793866367193488	0.0340313104870675	-0.226179196308018	-0.00386538157818084	-0.115022288943099	-0.0239506259313154	0.0887018924779395	0.0188454225972405	0.178557336081173
"ENSMUSG00000000131"	"Xpo6"	"protein_coding"	"exportin 6 [Source:MGI Symbol;Acc:MGI:2429950]"	0.210127064267545	0.650177781381218	0.219337643859797	1.99717563029299e-16	3.36650951447127e-11	0.072074194209175	0.134781337852245	0.123460683016128	0.0408028185778493	0.0821317507969885	0.673458555494614	0.536447573152201	0.11264320330664	0.106894013996282
"ENSMUSG00000000134"	"Tfe3"	"protein_coding"	"transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]"	0.684381419901491	0.996156209245429	0.762106658557051	0.00118455875670616	0.00137360114368447	0.505386294450782	0.915624659442974	-0.0453641652749539	-0.000493499012508281	-0.0229288321437311	0.231656843943323	0.253170864000245	-0.0469734363737948	-0.00854866611145155
"ENSMUSG00000000142"	"Axin2"	"protein_coding"	"axin 2 [Source:MGI Symbol;Acc:MGI:1270862]"	0.875657135581632	0.425558152122093	0.512761096051224	1.33607509760757e-08	6.20766902688835e-05	1.86514722783771e-07	0.000409366412099095	0.0206301518181897	0.0967471848671568	0.0586886683426733	0.528920324442435	0.384152235190516	0.488622866448357	0.355652146737082
"ENSMUSG00000000148"	"Brat1"	"protein_coding"	"BRCA1-associated ATM activator 1 [Source:MGI Symbol;Acc:MGI:1891679]"	0.856616813409755	0.124449356578887	0.361000192604256	2.81337549730872e-07	0.000109267886823224	0.0700453450471155	0.777880429451894	-0.0287314305254314	0.226635863899165	0.0989522166868668	0.561271844608644	0.445507491702877	0.184365310632568	0.0324590312544544
"ENSMUSG00000000149"	"Gna12"	"protein_coding"	"guanine nucleotide binding protein, alpha 12 [Source:MGI Symbol;Acc:MGI:95767]"	0.000762093677838115	0.638497327056919	0.0253232239409093	0.528397444063458	0.00664517029700951	0.0315675345625101	0.731433210100097	-0.570891791607266	0.0697768677551149	-0.250557461926075	0.0624718979303691	0.307181973182729	-0.223568413631211	0.0401334424159878
"ENSMUSG00000000167"	"Pih1d2"	"protein_coding"	"PIH1 domain containing 2 [Source:MGI Symbol;Acc:MGI:1919864]"	0.728813920335027	0.983971231171631	0.787951502658591	0.269287064137056	0.198507762150924	0.15276430378676	0.0219784281132517	-0.114789667443721	-0.00610689706993167	-0.0604482822568266	-0.225024407283978	-0.290913944121382	0.301267870216929	0.560833448664693
"ENSMUSG00000000168"	"Dlat"	"protein_coding"	"dihydrolipoamide S-acetyltransferase [Source:MGI Symbol;Acc:MGI:2385311]"	0.441200247255584	0.442560407536952	0.961819403595016	0.0193898082144283	0.135906130484834	0.000395682551873205	0.00110395946634662	0.0705342329676339	-0.0645961177928003	0.00296905758741683	0.133870509910775	0.0933639189425652	-0.215631942077061	-0.225709018414452
"ENSMUSG00000000171"	"Sdhd"	"protein_coding"	"succinate dehydrogenase complex, subunit D, integral membrane protein [Source:MGI Symbol;Acc:MGI:1914175]"	0.811870794400631	0.818501775168366	0.741063761874275	0.00120649835535124	0.00860604083462229	0.492264267319825	0.806875228408262	0.0312812759758927	0.0277021374431055	0.0294917067094991	-0.272458850066815	-0.241382086852906	-0.0570689765223271	-0.0232449015410601
"ENSMUSG00000000182"	"Fgf23"	"protein_coding"	"fibroblast growth factor 23 [Source:MGI Symbol;Acc:MGI:1891427]"	0.568106457455709	0.155428420412961	0.583967592956295	3.50341021338408e-25	1.7426913949015e-21	0.5262070856585	0.13512205248412	0.261907337356076	-0.603019307140897	-0.17055598489241	-4.89570692875358	-4.5546461918011	-0.183614761003982	-0.500018698131091
