"ensembl_gene_id"	"mgi_symbol"	"gene_biotype"	"description"	"P.Value_PFC_F_FENT"	"P.Value_PFC_M_FENT"	"P.Value_PFC_FENT"	"P.Value_PFC_FENT_INPUT"	"P.Value_PFC_SAL_INPUT"	"P.Value_NAC_PFC_FENT"	"P.Value_NAC_PFC_SAL"	"logFC_PFC_F_FENT"	"logFC_PFC_M_FENT"	"logFC_PFC_FENT"	"logFC_PFC_FENT_INPUT"	"logFC_PFC_SAL_INPUT"	"logFC_NAC_PFC_FENT"	"logFC_NAC_PFC_SAL"
"ENSMUSG00000000149"	"Gna12"	"protein_coding"	"guanine nucleotide binding protein, alpha 12 [Source:MGI Symbol;Acc:MGI:95767]"	0.844546923822282	0.671261595462678	0.904608626092592	0.00656628057710994	0.014816439773587	0.0315675345625101	0.731433210100097	-0.0331321989319537	0.0594209871742013	0.0131443941211238	0.28604031156158	0.267048530766741	-0.223568413631211	0.0401334424159878
"ENSMUSG00000000167"	"Pih1d2"	"protein_coding"	"PIH1 domain containing 2 [Source:MGI Symbol;Acc:MGI:1919864]"	0.325926664376711	0.842736893709546	0.377049626039306	0.0140639439212158	0.000240796437492379	0.15276430378676	0.0219784281132517	0.341368311199236	0.0568662811826401	0.199117296190938	-0.526292277500907	-0.851747392786075	0.301267870216929	0.560833448664693
"ENSMUSG00000000168"	"Dlat"	"protein_coding"	"dihydrolipoamide S-acetyltransferase [Source:MGI Symbol;Acc:MGI:2385311]"	0.117197612894953	0.0871486512003605	0.908763451467726	9.00800823598071e-08	1.75512977439982e-06	0.000395682551873205	0.00110395946634662	-0.151242846719715	0.137026809219769	-0.0071080187499728	0.349502451987837	0.319072937357017	-0.215631942077061	-0.225709018414452
"ENSMUSG00000000171"	"Sdhd"	"protein_coding"	"succinate dehydrogenase complex, subunit D, integral membrane protein [Source:MGI Symbol;Acc:MGI:1914175]"	0.424531385336594	0.884049463747159	0.47878621808407	0.0114977269776194	0.0144167980939418	0.492264267319825	0.806875228408262	0.110034970081653	0.0165965932998811	0.063315781690767	-0.215389873544487	-0.218137185311846	-0.0570689765223271	-0.0232449015410601
"ENSMUSG00000000182"	"Fgf23"	"protein_coding"	"fibroblast growth factor 23 [Source:MGI Symbol;Acc:MGI:1891427]"	0.512275859421774	0.100428629102655	0.121239682390568	1.04088958392129e-23	1.10271665894585e-19	0.5262070856585	0.13512205248412	-0.314571669642938	-0.659348174396101	-0.48695992201952	-4.7120921677496	-4.05462749367001	-0.183614761003982	-0.500018698131091
"ENSMUSG00000000184"	"Ccnd2"	"protein_coding"	"cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]"	0.602639813426544	0.890309702267343	0.624906480575058	3.52769257159013e-05	4.75584910334085e-05	7.41820825284564e-05	0.00462716100183573	-0.105198009121129	-0.0230519988000983	-0.0641250039606138	0.542624859086142	0.557702024129075	0.516577458498982	0.409199912594033
"ENSMUSG00000000194"	"Gpr107"	"protein_coding"	"G protein-coupled receptor 107 [Source:MGI Symbol;Acc:MGI:2139054]"	0.259659981962241	0.966191496675008	0.399069984922938	1.95587630561953e-12	1.37488952145048e-11	0.114689304260561	0.077183659524816	0.0929956969652004	-0.00288017190631606	0.0450577625294422	0.435952235216507	0.430886628240546	-0.0789569924930897	-0.101662402489909
"ENSMUSG00000000197"	"Nalcn"	"protein_coding"	"sodium leak channel, non-selective [Source:MGI Symbol;Acc:MGI:2444306]"	0.246569536491408	0.239728035504821	0.886053908788766	7.88490679724997e-10	2.76178193480169e-08	0.496731901877475	0.537858210236459	0.102198334040108	-0.0858802544698394	0.00815903978513433	0.384953465527356	0.353083833591131	0.0360449612307363	0.0374356615468594
"ENSMUSG00000000202"	"Btbd17"	"protein_coding"	"BTB domain containing 17 [Source:MGI Symbol;Acc:MGI:1919264]"	0.0158349120343487	0.982517431476332	0.058754563964402	1.4815426841144e-07	0.00138226361918299	0.00428970084871943	0.00014397273123016	-0.428284418471284	-0.00314217625451407	-0.215713297362899	-0.619976681116906	-0.365977951751783	-0.309089735189044	-0.484633746187072
"ENSMUSG00000000214"	"Th"	"protein_coding"	"tyrosine hydroxylase [Source:MGI Symbol;Acc:MGI:98735]"	0.802829085486002	0.429926101359256	0.754843564365306	0.000725065750569835	0.000112248783437025	0.0445824617540015	0.00179580535954909	-0.143866834894451	0.377500683460432	0.116816924282991	1.23418366748624	1.50071173946387	-0.710402830309815	-1.29718159489601
"ENSMUSG00000000223"	"Drp2"	"protein_coding"	"dystrophin related protein 2 [Source:MGI Symbol;Acc:MGI:107432]"	0.20667285778035	0.553012954543649	0.548947131898932	1.42230334728107e-24	3.03253893589276e-21	0.869191667172306	0.851162672567644	0.133774348507105	-0.0517693788571112	0.0410024848249968	1.07743233296566	0.962953262862853	0.0104602508807079	0.0136605612217218
"ENSMUSG00000000244"	"Tspan32"	"protein_coding"	"tetraspanin 32 [Source:MGI Symbol;Acc:MGI:1350360]"	0.134537449109555	0.0263027244428089	0.0110914030151168	3.13983942608266e-18	4.49433641972855e-20	0.264005112501071	0.125754153205856	0.696449290129449	0.866137965212007	0.781293627670728	-3.45089921513392	-3.97905627950262	-0.312437954471107	0.493160261820932
"ENSMUSG00000000247"	"Lhx2"	"protein_coding"	"LIM homeobox protein 2 [Source:MGI Symbol;Acc:MGI:96785]"	0.208686207823305	0.0872751598088825	0.0411053278926613	0.000242664477652627	0.172193845760092	0.000176705497899599	0.924871656568816	-0.597383517283433	-0.676690076588831	-0.637036796936132	-1.10790946562264	-0.410769823874628	1.13511703117373	0.0307923659425763
"ENSMUSG00000000253"	"Gmpr"	"protein_coding"	"guanosine monophosphate reductase [Source:MGI Symbol;Acc:MGI:1913605]"	0.0106808348667069	0.972223856114802	0.0491910129061164	1.3404318223878e-14	4.6813095658225e-07	0.000134521694321617	0.165165562611517	0.280547589339896	-0.00308164416873602	0.13873297258558	0.651693952958798	0.380639458040048	-0.262271048781821	-0.103458835906855
"ENSMUSG00000000263"	"Glra1"	"protein_coding"	"glycine receptor, alpha 1 subunit [Source:MGI Symbol;Acc:MGI:95747]"	0.894479207296214	0.30085703325301	0.445380093361859	3.7463805242184e-10	9.38416961528336e-08	0.0196947778419439	0.0391309980067533	-0.0366865391753501	-0.238020843212447	-0.137353691193899	1.24553911063972	1.05832742170541	-0.398412840590253	-0.401876748576447
"ENSMUSG00000000266"	"Mid2"	"protein_coding"	"midline 2 [Source:MGI Symbol;Acc:MGI:1344333]"	0.160369267300892	0.219165108893742	0.0640459249249973	2.97948539968809e-13	3.59893970429244e-13	0.336940880692272	0.0944080080319682	-0.154900532803851	-0.112053041126464	-0.133476786965157	0.613457735154788	0.63943119876612	0.0636649894037014	-0.128123488247646
"ENSMUSG00000000275"	"Trim25"	"protein_coding"	"tripartite motif-containing 25 [Source:MGI Symbol;Acc:MGI:102749]"	0.282310992961633	0.00428846233339661	0.0083197731218681	0.706646637190008	0.017967896061077	0.283612619452421	0.00109064361096106	0.223669007098843	0.506998557860777	0.36533378247981	0.047054751360923	-0.317298626774727	0.134629766961573	0.48964306992429
"ENSMUSG00000000276"	"Dgke"	"protein_coding"	"diacylglycerol kinase, epsilon [Source:MGI Symbol;Acc:MGI:1889276]"	0.239339309585218	0.583596076817543	0.574936791402919	1.63010937601284e-21	7.10755968322963e-17	0.494131851001003	0.852851043007605	0.0880559241780663	-0.0338129839984536	0.0271214700898064	0.658428778067293	0.542212216728549	-0.0307643192642542	-0.00954788607517587
"ENSMUSG00000000282"	"Mnt"	"protein_coding"	"max binding protein [Source:MGI Symbol;Acc:MGI:109150]"	0.0249645150781878	0.150991128427614	0.402211122043546	9.53825634282494e-09	3.1884228178165e-05	0.000216674029681365	0.00107661785161303	0.220356930140137	-0.115410184894495	0.052473372622821	0.385453885808886	0.272780840417597	0.22781120131918	0.227828063168158
"ENSMUSG00000000290"	"Itgb2"	"protein_coding"	"integrin beta 2 [Source:MGI Symbol;Acc:MGI:96611]"	0.307505866000486	0.204991552876677	0.112666707738891	2.50444192360931e-11	2.70372780155777e-13	0.00934377874160318	0.376896425299447	0.361730187549347	0.372933110996348	0.367331649272848	-1.73587964959571	-2.07889142395048	-0.56983694804827	-0.216445582681769
"ENSMUSG00000000295"	"Hddc2"	"protein_coding"	"HD domain containing 2 [Source:MGI Symbol;Acc:MGI:1916942]"	0.273450858434254	0.129171870967649	0.0718421845217942	0.000199155490237676	0.0302894796406119	0.0105542338911996	0.00659005657753658	-0.179633054147569	-0.207067427830281	-0.193350240988925	-0.388931901139827	-0.228098648848291	-0.25899495053767	-0.316547738338051
"ENSMUSG00000000296"	"Tpd52l1"	"protein_coding"	"tumor protein D52-like 1 [Source:MGI Symbol;Acc:MGI:1298386]"	0.163656270610417	0.214446389153228	0.0641011089082451	0.737508895654754	0.351671933784951	0.88857265729983	0.0123464887293018	-0.459580884144421	-0.338615622157736	-0.399098253151078	0.0662292190026097	0.193470769382148	-0.0276761584635437	-0.581760303351002
"ENSMUSG00000000301"	"Pemt"	"protein_coding"	"phosphatidylethanolamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:104535]"	0.314557383692331	0.723302182906573	0.581437193057301	0.0228010585731374	0.0208662154529937	0.639454617608095	0.908777241027864	-0.304934266116964	0.0885608026035142	-0.108186731756725	-0.424127279562815	-0.451298001835566	0.0854425810467794	0.0239324183340979
"ENSMUSG00000000303"	"Cdh1"	"protein_coding"	"cadherin 1 [Source:MGI Symbol;Acc:MGI:88354]"	0.515337988747579	0.00676351582286839	0.0253436494513891	1.00406092664998e-05	9.0135752045889e-09	0.0163091307066156	5.40241455792196e-05	0.547328624254866	1.9433677685118	1.24534819638333	-2.43637467325358	-3.53351421639734	1.24780231080076	2.51697511911274
"ENSMUSG00000000305"	"Cdh4"	"protein_coding"	"cadherin 4 [Source:MGI Symbol;Acc:MGI:99218]"	0.860082812828695	0.170180568616975	0.456703335382915	0.000644815098509191	3.40617607188656e-05	0.0648031014217679	0.799050343309656	0.049368471800932	-0.32061664352304	-0.135624085861054	0.606270834592035	0.790675730963104	0.316667182774753	0.0493318836528491
"ENSMUSG00000000308"	"Ckmt1"	"protein_coding"	"creatine kinase, mitochondrial 1, ubiquitous [Source:MGI Symbol;Acc:MGI:99441]"	0.745277315821813	0.585386236187371	0.921900128457085	3.45483791736037e-16	1.22347988217338e-13	0.0846525254220304	0.903064433896936	0.0459276655702432	-0.0639156459233732	-0.00899399017656499	0.945636834113949	0.850862269835408	-0.148930114324255	-0.0119064837095557
"ENSMUSG00000000317"	"Bcl6b"	"protein_coding"	"B cell CLL/lymphoma 6, member B [Source:MGI Symbol;Acc:MGI:1278332]"	0.794862630141727	0.144212340517768	0.256820912636109	0.00578125249218411	0.397691998945908	0.27549296122889	0.116790354762561	-0.111278656336015	-0.522090842255452	-0.316684749295734	-0.736312057679954	-0.229561116287336	0.283038135669027	0.469104370652836
"ENSMUSG00000000318"	"Clec10a"	"protein_coding"	"C-type lectin domain family 10, member A [Source:MGI Symbol;Acc:MGI:96975]"	0.0636248891180204	0.971497901183068	0.157137514760951	0.12596471484321	0.249380480280428	0.555793531206271	0.0147920194077458	-0.677407993620626	0.0106490738772433	-0.333379459871691	-0.335731898300789	0.263679495150849	-0.128161270625443	-0.622457059739036
